"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"12","Los Angeles Chargers","1","2025","Los Angeles","Chargers","40","27.5","0.03","67.5","0.24","47.5","0.14","52.5","0.54","5.0","15.0","2.5","5.0","32.5","10.0","22.5"
"13","Atlanta Falcons","1","2025","Atlanta","Falcons","40","27.5","0.16","62.5","0.32","62.5","0.56","37.5","0.27","0.0","25.0","0.0","2.5","32.5","17.5","12.5"
"14","Indianapolis Colts","1","2025","Indianapolis","Colts","39","7.7","0.00","82.1","0.35","46.2","0.31","53.8","0.27","2.6","5.1","17.9","0.0","41.0","15.4","7.7"
"15","Tennessee Titans","1","2025","Tennessee","Titans","37","8.1","1.48","89.2","0.55","62.2","0.35","37.8","1.34","2.7","5.4","0.0","0.0","56.8","21.6","10.8"
"16","Green Bay Packers","1","2025","Green Bay","Packers","36","13.9","0.34","86.1","0.86","47.2","0.86","52.8","0.73","0.0","13.9","16.7","0.0","33.3","25.0","11.1"
"17","New York Jets","1","2025","New York","Jets","36","36.1","1.12","50.0","1.35","44.4","0.87","55.6","1.50","5.6","27.8","16.7","2.8","16.7","13.9","2.8"
"18","New England Patriots","1","2025","New England","Patriots","33","42.4","0.51","57.6","0.74","66.7","0.40","33.3","1.13","12.1","30.3","15.2","0.0","36.4","6.1","0.0"
"19","Pittsburgh Steelers","1","2025","Pittsburgh","Steelers","33","15.2","0.07","81.8","0.47","27.3","0.31","72.7","0.60","3.0","3.0","24.2","9.1","24.2","24.2","9.1"
"20","Kansas City Chiefs","1","2025","Kansas City","Chiefs","33","57.6","0.10","42.4","0.68","48.5","0.19","51.5","0.49","6.1","33.3","9.1","9.1","15.2","15.2","3.0"
"21","Arizona Cardinals","1","2025","Arizona","Cardinals","32","12.5","0.31","59.4","0.67","21.9","1.09","78.1","0.62","0.0","9.4","18.8","0.0","9.4","21.9","9.4"
"22","Cleveland Browns","1","2025","Cleveland","Browns","32","46.9","0.61","50.0","0.59","81.3","0.38","18.8","1.54","6.3","40.6","3.1","0.0","37.5","9.4","0.0"
"23","New Orleans Saints","1","2025","New Orleans","Saints","31","6.5","0.30","90.3","0.54","51.6","0.22","48.4","0.78","0.0","6.5","0.0","0.0","41.9","29.0","19.4"
"24","Miami Dolphins","1","2025","Miami","Dolphins","30","16.7","1.20","83.3","0.44","56.7","0.77","43.3","0.30","0.0","16.7","40.0","0.0","40.0","0.0","3.3"
"25","Philadelphia Eagles","1","2025","Philadelphia","Eagles","30","36.7","0.13","63.3","0.05","80.0","0.07","20.0","0.12","0.0","36.7","0.0","0.0","43.3","20.0","0.0"
"26","San Francisco 49ers","1","2025","San Francisco","49ers","29","17.2","0.02","75.9","0.49","37.9","0.63","62.1","0.44","3.4","13.8","6.9","0.0","20.7","31.0","17.2"
"27","Buffalo Bills","1","2025","Buffalo","Bills","29","34.5","0.43","65.5","0.55","31.0","0.58","69.0","0.47","0.0","20.7","31.0","13.8","10.3","10.3","13.8"
"28","Seattle Seahawks","1","2025","Seattle","Seahawks","28","42.9","0.47","57.1","0.14","46.4","0.19","53.6","0.36","3.6","32.1","10.7","0.0","14.3","14.3","17.9"
"29","Dallas Cowboys","1","2025","Dallas","Cowboys","26","42.3","1.05","50.0","0.53","46.2","0.66","53.8","0.75","7.7","30.8","23.1","0.0","15.4","7.7","3.8"
"30","New York Giants","1","2025","New York","Giants","26","34.6","0.37","65.4","0.67","57.7","0.32","42.3","0.91","3.8","30.8","3.8","0.0","26.9","30.8","3.8"
"31","Las Vegas Raiders","1","2025","Las Vegas","Raiders","22","27.3","1.58","72.7","0.81","63.6","1.20","36.4","0.70","13.6","9.1","9.1","4.5","54.5","4.5","4.5"
"32","Cincinnati Bengals","1","2025","Cincinnati","Bengals","18","22.2","1.58","77.8","0.66","66.7","0.44","33.3","1.73","11.1","11.1","16.7","0.0","55.6","5.6","0.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
