"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"19","Los Angeles Chargers","QB","7","2025","Los Angeles","Chargers","260","220","135","1434","7","79.6","43","214","4.98","2","0","0","0","0.00","0","16.4","114.8"
"20","Buffalo Bills","QB","6","2025","Buffalo","Bills","193","164","106","1087","7","95.2","27","217","8.04","1","1","0","0","0.00","0","16.2","97.2"
"21","San Francisco 49ers","QB","7","2025","San Francisco","49ers","252","231","152","1576","11","101.2","26","93","3.58","0","0","0","0","0.00","0","16.2","113.3"
"22","New England Patriots","QB","7","2025","New England","Patriots","246","216","156","1759","10","102.0","20","87","4.35","0","0","0","0","0.00","0","16.0","112.1"
"23","Tennessee Titans","QB","7","2025","Tennessee","Titans","234","205","150","1563","9","101.3","40","131","3.28","1","0","0","0","0.00","0","15.9","111.6"
"24","Arizona Cardinals","QB","7","2025","Arizona","Cardinals","288","266","169","1724","8","85.8","22","90","4.09","1","0","0","0","0.00","0","15.9","111.0"
"25","Los Angeles Rams","QB","7","2025","Los Angeles","Rams","294","256","160","1629","8","84.6","29","141","4.86","1","0","0","0","0.00","0","15.8","110.3"
"26","Carolina Panthers","QB","7","2025","Carolina","Panthers","247","221","141","1491","10","87.1","30","101","3.37","1","0","0","0","0.00","0","15.7","109.7"
"27","Kansas City Chiefs","QB","7","2025","Kansas City","Chiefs","229","193","134","1277","7","91.0","42","187","4.45","3","0","0","0","0.00","0","15.5","108.8"
"28","Minnesota Vikings","QB","6","2025","Minnesota","Vikings","185","161","109","1201","8","101.0","17","63","3.71","1","0","0","0","0.00","0","15.1","90.3"
"29","Denver Broncos","QB","7","2025","Denver","Broncos","265","222","124","1461","7","82.8","25","57","2.28","2","0","0","0","0.00","0","14.4","101.1"
"30","Cleveland Browns","QB","7","2025","Cleveland","Browns","226","199","130","1313","11","92.0","25","47","1.88","0","0","0","0","0.00","0","13.7","96.2"
"31","Atlanta Falcons","QB","6","2025","Atlanta","Falcons","186","156","92","934","7","75.1","26","144","5.54","1","0","0","0","0.00","0","13.5","80.8"
"32","Houston Texans","QB","6","2025","Houston","Texans","205","184","107","1182","4","71.0","14","63","4.50","0","0","0","0","0.00","0","10.4","62.6"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
