"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"23","Philadelphia Eagles","QB","10","2025","Philadelphia","Eagles","385","340","193","2234","9","78.2","42","234","5.57","3","0","0","0","0.00","0","16.2","161.8"
"24","Carolina Panthers","QB","11","2025","Carolina","Panthers","371","338","219","2454","13","90.5","40","117","2.93","3","0","0","0","0.00","0","15.7","172.9"
"25","Arizona Cardinals","QB","10","2025","Arizona","Cardinals","376","343","222","2352","13","89.9","37","108","2.92","1","0","0","0","0.00","0","15.4","153.9"
"26","Green Bay Packers","QB","10","2025","Green Bay","Packers","388","349","230","2089","13","89.6","25","90","3.60","2","0","0","0","0.00","0","15.4","153.6"
"27","Los Angeles Rams","QB","10","2025","Los Angeles","Rams","403","363","237","2403","12","83.6","33","157","4.76","1","0","0","0","0.00","0","15.3","152.8"
"28","Buffalo Bills","QB","10","2025","Buffalo","Bills","317","271","168","1858","10","85.4","38","260","6.84","2","1","0","0","0.00","0","14.4","144.3"
"29","Los Angeles Chargers","QB","11","2025","Los Angeles","Chargers","380","325","195","2050","10","75.8","50","229","4.58","3","0","0","0","0.00","0","14.1","154.9"
"30","Cleveland Browns","QB","10","2025","Cleveland","Browns","307","259","168","1842","15","90.6","43","135","3.14","0","0","0","0","0.00","0","13.8","138.2"
"31","Denver Broncos","QB","11","2025","Denver","Broncos","438","369","214","2342","9","78.2","39","117","3.00","2","0","0","0","0.00","0","13.3","146.4"
"32","Houston Texans","QB","10","2025","Houston","Texans","355","313","181","1900","10","74.2","27","190","7.04","0","0","0","0","0.00","0","12.7","127.0"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
