"Player Details","","","","","","Target Share","","","","","","","","","","","","","","","","","",""
"Rank","Name","Team","POS","G","Season","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18","TM TGT %"
"142","Gabe Davis","BUF","WR","6","2025","","","","","","","","","","","13.3","5.9","8.7","7.1","","","2.9","24.1","10.1"
"143","Alvin Kamara","NO","RB","11","2025","4.3","17.6","4.9","17.9","18.8","19.2","9.4","3.9","12.0","10.7","","4.4","","","","","","","10.1"
"144","Tory Horton","SEA","WR","8","2025","0.0","12.1","19.0","7.7","11.8","3.7","9.4","","16.7","","","","","","","","","","10.0"
"145","Trey Benson","ARZ","RB","4","2025","3.4","16.0","8.6","12.2","","","","","","","","","","","","","","","10.0"
"146","Jonathan Taylor","IND","RB","17","2025","10.3","5.9","16.0","15.2","12.5","13.3","8.8","6.5","4.0","11.5","","9.7","18.5","0.0","14.8","8.3","16.1","5.7","9.9"
"147","Ryan Flournoy","DAL","WR","15","2025","","0.0","4.4","5.0","27.6","14.7","0.0","5.7","7.7","","3.0","2.8","7.7","27.7","13.2","6.3","","29.2","9.8"
"148","Austin Ekeler","WAS","RB","2","2025","10.0","9.5","","","","","","","","","","","","","","","","","9.7"
"149","Dawson Knox","BUF","TE","17","2025","4.3","14.8","0.0","4.5","6.5","7.7","","4.3","3.8","10.0","10.0","11.8","17.4","25.0","14.3","10.5","14.3","6.9","9.7"
"150","Kendrick Bourne","SF","WR","16","2025","","7.7","14.6","10.5","22.4","23.1","7.7","12.5","8.3","2.6","0.0","0.0","3.3","","10.0","14.7","3.0","0.0","9.6"
"151","Pat Freiermuth","PIT","TE","17","2025","10.0","11.4","13.0","0.0","","3.3","17.6","11.1","8.6","9.7","3.2","9.7","0.0","8.8","18.5","9.8","12.8","10.6","9.6"
"152","Xavier Hutchinson","HST","WR","17","2025","7.4","12.5","7.9","10.7","9.7","","8.2","15.4","12.5","0.0","12.2","0.0","17.1","3.2","3.4","5.7","10.7","28.1","9.6"
"153","Tyrone Tracy","NYG","RB","15","2025","8.1","12.2","6.3","","","0.0","0.0","12.5","12.1","5.6","13.8","10.8","4.2","","8.1","15.4","6.7","27.3","9.5"
"154","RJ Harvey","DEN","RB","17","2025","2.5","6.7","12.0","11.9","7.7","13.3","4.0","3.4","13.5","10.7","7.9","","8.9","15.8","2.9","10.6","15.8","17.4","9.5"
