"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"12","Miami Dolphins","QB","14","2025","Miami","Dolphins","478","416","295","3047","22","102.3","59","296","5.02","4","0","0","0","0.00","0","18.3","256.5"
"13","San Francisco 49ers","QB","14","2025","San Francisco","49ers","520","480","330","3305","25","101.1","52","197","3.79","1","0","0","0","0.00","0","17.9","249.9"
"14","Las Vegas Raiders","QB","14","2025","Las Vegas","Raiders","480","427","296","3104","22","99.5","72","214","2.97","4","2","2","11","5.50","0","17.7","247.7"
"15","Atlanta Falcons","QB","14","2025","Atlanta","Falcons","508","423","270","3042","23","92.5","62","306","4.94","2","0","0","0","0.00","0","17.7","247.3"
"16","New England Patriots","QB","14","2025","New England","Patriots","502","447","298","3054","24","96.5","50","257","5.14","1","1","0","0","0.00","0","17.2","240.9"
"17","Baltimore Ravens","QB","14","2025","Baltimore","Ravens","561","509","318","3433","19","87.3","59","203","3.44","3","1","1","-9","-9.00","0","17.2","240.7"
"18","Arizona Cardinals","QB","14","2025","Arizona","Cardinals","507","461","302","3343","23","95.4","57","170","2.98","1","0","0","0","0.00","0","16.8","235.7"
"19","Los Angeles Rams","QB","14","2025","Los Angeles","Rams","561","502","319","3321","21","85.8","47","227","4.83","1","0","0","0","0.00","0","16.4","229.5"
"20","Indianapolis Colts","QB","14","2025","Indianapolis","Colts","583","524","332","3699","18","86.2","45","157","3.49","0","0","0","0","0.00","0","16.3","227.7"
"21","Kansas City Chiefs","QB","14","2025","Kansas City","Chiefs","474","416","282","2972","15","92.3","69","261","3.78","5","1","0","0","0.00","0","16.1","226.0"
"22","Green Bay Packers","QB","14","2025","Green Bay","Packers","518","463","304","2920","21","91.9","39","149","3.82","2","0","0","0","0.00","0","15.8","221.7"
"23","New Orleans Saints","QB","14","2025","New Orleans","Saints","443","384","251","2717","22","96.5","67","274","4.09","1","0","0","0","0.00","0","15.7","220.1"
"24","Philadelphia Eagles","QB","14","2025","Philadelphia","Eagles","536","463","260","2945","13","75.7","64","329","5.14","4","0","0","0","0.00","0","15.5","216.7"
"25","Carolina Panthers","QB","14","2025","Carolina","Panthers","475","431","284","3162","17","89.1","55","164","2.98","3","0","0","0","0.00","0","15.4","215.9"
"26","Seattle Seahawks","QB","14","2025","Seattle","Seahawks","576","500","313","2981","17","77.1","45","238","5.29","2","0","0","0","0.00","0","15.1","211.0"
"27","Buffalo Bills","QB","14","2025","Buffalo","Bills","438","384","233","2567","16","83.5","45","307","6.82","4","1","0","0","0.00","0","14.9","208.4"
"28","Denver Broncos","QB","14","2025","Denver","Broncos","577","491","287","3125","14","79.2","54","211","3.91","2","0","0","0","0.00","0","14.6","204.1"
"29","Cleveland Browns","QB","14","2025","Cleveland","Browns","455","388","245","2654","21","90.5","55","166","3.02","1","0","0","0","0.00","0","14.4","201.8"
"30","Minnesota Vikings","QB","14","2025","Minnesota","Vikings","456","394","248","2757","14","90.2","49","230","4.69","1","0","0","0","0.00","0","13.6","190.3"
"31","Los Angeles Chargers","QB","14","2025","Los Angeles","Chargers","491","421","253","2666","12","71.2","58","246","4.24","4","0","0","0","0.00","0","13.4","187.2"
"32","Houston Texans","QB","14","2025","Houston","Texans","513","447","260","2763","15","73.5","43","276","6.42","0","1","1","-10","-10.00","0","13.2","184.1"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
