"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"29","Los Angeles Chargers","1","2025","Los Angeles","Chargers","28","14.3","0.12","82.1","0.42","67.9","0.66","32.1","0.22","0.0","14.3","7.1","0.0","50.0","14.3","10.7"
"30","Buffalo Bills","1","2025","Buffalo","Bills","27","25.9","0.73","70.4","0.26","70.4","0.38","29.6","0.37","3.7","18.5","3.7","0.0","51.9","14.8","0.0"
"31","Pittsburgh Steelers","1","2025","Pittsburgh","Steelers","25","20.0","0.00","80.0","0.13","32.0","-0.05","68.0","0.18","4.0","12.0","8.0","4.0","20.0","24.0","28.0"
"32","Carolina Panthers","1","2025","Carolina","Panthers","24","16.7","1.49","83.3","0.85","54.2","1.19","45.8","0.67","0.0","16.7","20.8","0.0","37.5","16.7","8.3"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Team Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
