"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"25","Baltimore Ravens","1","2023","Baltimore","Ravens","32","28.1","0.20","68.8","0.20","40.6","0.19","59.4","0.42","6.3","21.9","6.3","0.0","18.8","37.5","6.3"
"26","New England Patriots","1","2023","New England","Patriots","32","21.9","0.83","75.0","0.15","50.0","0.54","50.0","0.30","6.3","15.6","0.0","0.0","34.4","15.6","25.0"
"27","Tennessee Titans","1","2023","Tennessee","Titans","32","15.6","0.10","84.4","0.94","50.0","0.43","50.0","1.19","0.0","12.5","25.0","3.1","37.5","15.6","6.3"
"28","New Orleans Saints","1","2023","New Orleans","Saints","31","6.5","1.02","93.5","0.70","61.3","0.66","38.7","0.82","3.2","3.2","0.0","0.0","58.1","25.8","9.7"
"29","Denver Broncos","1","2023","Denver","Broncos","30","30.0","1.09","63.3","0.21","40.0","0.75","60.0","0.50","0.0","23.3","33.3","6.7","16.7","10.0","3.3"
"30","Las Vegas Raiders","1","2023","Las Vegas","Raiders","28","21.4","0.00","78.6","0.22","39.3","0.21","60.7","0.16","3.6","17.9","17.9","0.0","21.4","21.4","17.9"
"31","Houston Texans","1","2023","Houston","Texans","27","3.7","0.44","96.3","0.24","63.0","0.17","37.0","0.40","0.0","3.7","11.1","0.0","59.3","7.4","18.5"
"32","New York Giants","1","2023","New York","Giants","24","45.8","0.17","50.0","0.07","50.0","0.16","50.0","0.07","8.3","37.5","4.2","0.0","8.3","25.0","12.5"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Team Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
