"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"11","Minnesota Vikings","1","2023","Minnesota","Vikings","42","19.0","1.08","78.6","0.22","71.4","0.22","28.6","0.76","9.5","9.5","11.9","0.0","61.9","4.8","0.0"
"12","Las Vegas Raiders","1","2023","Las Vegas","Raiders","42","11.9","0.11","85.7","0.21","64.3","0.14","35.7","0.58","4.8","7.1","16.7","0.0","57.1","9.5","2.4"
"13","Kansas City Chiefs","1","2023","Kansas City","Chiefs","38","28.9","0.59","71.1","0.22","26.3","0.84","73.7","0.14","2.6","15.8","13.2","10.5","10.5","26.3","21.1"
"14","Seattle Seahawks","1","2023","Seattle","Seahawks","38","18.4","0.31","73.7","0.31","71.1","0.30","28.9","0.65","2.6","15.8","0.0","0.0","55.3","13.2","5.3"
"15","New York Jets","1","2023","New York","Jets","37","27.0","0.26","73.0","0.17","48.6","0.30","51.4","0.09","2.7","24.3","0.0","0.0","24.3","43.2","5.4"
"16","New Orleans Saints","1","2023","New Orleans","Saints","37","29.7","0.84","70.3","0.36","51.4","0.80","48.6","0.18","0.0","21.6","29.7","8.1","29.7","8.1","2.7"
"17","Chicago Bears","1","2023","Chicago","Bears","36","19.4","1.54","72.2","0.22","55.6","0.49","44.4","0.70","2.8","16.7","11.1","0.0","38.9","11.1","11.1"
"18","Miami Dolphins","1","2023","Miami","Dolphins","34","29.4","1.19","67.6","0.20","52.9","0.58","47.1","0.39","5.9","20.6","0.0","0.0","32.4","20.6","14.7"
"19","Houston Texans","1","2023","Houston","Texans","34","14.7","0.19","73.5","0.53","44.1","0.34","55.9","0.74","0.0","14.7","8.8","0.0","26.5","23.5","14.7"
"20","Arizona Cardinals","1","2023","Arizona","Cardinals","34","11.8","2.19","79.4","0.36","41.2","0.88","58.8","0.33","0.0","11.8","11.8","0.0","23.5","41.2","2.9"
"21","Baltimore Ravens","1","2023","Baltimore","Ravens","33","24.2","0.22","69.7","0.17","60.6","0.25","39.4","-0.02","0.0","24.2","15.2","0.0","36.4","0.0","18.2"
"22","Cleveland Browns","1","2023","Cleveland","Browns","32","12.5","-0.20","87.5","0.10","50.0","0.08","50.0","0.05","0.0","12.5","43.8","0.0","37.5","0.0","6.3"
"23","Green Bay Packers","1","2023","Green Bay","Packers","32","18.8","0.20","81.3","0.15","43.8","0.23","56.3","0.10","0.0","18.8","28.1","0.0","25.0","3.1","25.0"
"24","Dallas Cowboys","1","2023","Dallas","Cowboys","32","40.6","1.04","59.4","0.30","53.1","0.86","46.9","0.30","0.0","37.5","15.6","3.1","15.6","28.1","0.0"
"25","Los Angeles Rams","1","2023","Los Angeles","Rams","31","22.6","0.41","74.2","0.48","64.5","0.32","35.5","0.68","0.0","22.6","6.5","0.0","41.9","16.1","9.7"
"26","Tennessee Titans","1","2023","Tennessee","Titans","30","16.7","1.08","76.7","0.21","30.0","0.22","70.0","0.40","6.7","10.0","23.3","0.0","20.0","16.7","16.7"
"27","Carolina Panthers","1","2023","Carolina","Panthers","28","10.7","0.00","82.1","0.23","78.6","0.16","21.4","1.03","0.0","10.7","14.3","0.0","64.3","3.6","0.0"
"28","New York Giants","1","2023","New York","Giants","25","64.0","0.32","32.0","0.38","56.0","0.32","44.0","0.36","16.0","48.0","4.0","0.0","8.0","20.0","0.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
